timestamp,mq135_raw,temperature,humidity,aqi
2025-11-23 20:33:44.202300,225,25.00,50.00,Moderate
2025-11-23 20:33:46.705515,208,25.00,50.00,Moderate
2025-11-23 20:33:49.213642,209,25.00,50.00,Moderate
2025-11-23 20:33:51.722600,210,25.00,50.00,Moderate
2025-11-23 20:33:54.221852,211,25.00,50.00,Moderate
2025-11-23 20:33:56.727652,210,25.00,50.00,Moderate
2025-11-23 20:33:59.237409,205,25.00,50.00,Moderate
2025-11-23 20:34:01.731524,238,25.00,50.00,Moderate
2025-11-23 20:34:04.248288,215,25.00,50.00,Moderate
2025-11-23 20:34:06.745094,210,25.00,50.00,Moderate
2025-11-23 20:34:09.255955,206,25.00,50.00,Moderate
2025-11-23 20:34:11.754239,205,25.00,50.00,Moderate
2025-11-23 20:34:14.258863,206,25.00,50.00,Moderate
2025-11-23 20:34:16.774831,202,25.00,50.00,Moderate
2025-11-23 20:34:19.274913,206,25.00,50.00,Moderate
2025-11-23 20:34:21.773318,208,25.00,50.00,Moderate
2025-11-23 20:34:24.286737,205,25.00,50.00,Moderate
2025-11-23 20:34:26.794525,208,25.00,50.00,Moderate
2025-11-23 20:34:29.299528,208,25.00,50.00,Moderate
2025-11-23 20:34:31.806006,206,25.00,50.00,Moderate
2025-11-23 20:34:34.304201,210,25.00,50.00,Moderate
2025-11-23 20:34:36.814777,211,25.00,50.00,Moderate
2025-11-23 20:34:39.316892,211,25.00,50.00,Moderate
2025-11-23 20:34:41.815834,210,25.00,50.00,Moderate
2025-11-23 20:34:44.323940,208,25.00,50.00,Moderate
2025-11-23 20:34:46.825652,204,25.00,50.00,Moderate
2025-11-23 20:34:49.339810,219,25.00,50.00,Moderate
2025-11-23 20:34:51.835651,207,25.00,50.00,Moderate
2025-11-23 20:34:54.343595,212,25.00,50.00,Moderate
2025-11-23 20:34:56.848929,203,25.00,50.00,Moderate
2025-11-23 20:34:59.368722,208,25.00,50.00,Moderate
2025-11-23 20:35:01.863754,208,25.00,50.00,Moderate
2025-11-23 20:35:04.365854,207,25.00,50.00,Moderate
2025-11-23 20:35:06.873340,207,25.00,50.00,Moderate
2025-11-23 20:35:09.381327,208,25.00,50.00,Moderate
2025-11-23 20:35:11.888166,207,25.00,50.00,Moderate
2025-11-23 20:35:14.389351,211,25.00,50.00,Moderate
2025-11-23 20:35:16.886067,208,25.00,50.00,Moderate
2025-11-23 20:35:19.401467,214,25.00,50.00,Moderate
2025-11-23 20:35:21.905481,211,25.00,50.00,Moderate
2025-11-23 20:35:24.404547,208,25.00,50.00,Moderate
2025-11-23 20:35:26.917615,208,25.00,50.00,Moderate
2025-11-23 20:35:29.419624,208,25.00,50.00,Moderate
2025-11-23 20:35:31.916750,206,25.00,50.00,Moderate
2025-11-23 20:35:34.430962,202,25.00,50.00,Moderate
2025-11-23 20:35:36.932858,208,25.00,50.00,Moderate
2025-11-23 20:35:39.440379,215,25.00,50.00,Moderate
2025-11-23 20:35:41.944383,199,25.00,50.00,Moderate
2025-11-23 20:35:44.452673,207,25.00,50.00,Moderate
2025-11-23 20:35:46.956198,206,25.00,50.00,Moderate
2025-11-23 20:35:49.463932,206,25.00,50.00,Moderate
2025-11-23 20:35:51.961762,205,25.00,50.00,Moderate
2025-11-23 20:35:54.464857,202,25.00,50.00,Moderate
2025-11-23 20:35:56.975986,201,25.00,50.00,Moderate
2025-11-23 20:35:59.478638,212,25.00,50.00,Moderate
2025-11-23 20:36:01.978540,206,25.00,50.00,Moderate
2025-11-23 20:36:04.488856,202,25.00,50.00,Moderate
2025-11-23 20:36:06.994078,206,25.00,50.00,Moderate
2025-11-23 20:36:09.502873,210,25.00,50.00,Moderate
2025-11-23 20:36:11.998604,208,25.00,50.00,Moderate
2025-11-23 20:36:14.508729,208,25.00,50.00,Moderate
2025-11-23 20:36:17.016749,206,25.00,50.00,Moderate
2025-11-23 20:36:19.521627,208,25.00,50.00,Moderate
2025-11-23 20:36:22.026633,208,25.00,50.00,Moderate
2025-11-23 20:36:24.528675,206,25.00,50.00,Moderate
2025-11-23 20:36:27.038451,208,25.00,50.00,Moderate
2025-11-23 20:36:29.543697,210,25.00,50.00,Moderate
2025-11-23 20:36:32.039780,208,25.00,50.00,Moderate
2025-11-23 20:36:34.548458,211,25.00,50.00,Moderate
2025-11-23 20:36:37.055799,213,25.00,50.00,Moderate
2025-11-23 20:36:39.558545,314,25.00,50.00,Moderate
2025-11-23 20:36:42.068626,208,25.00,50.00,Moderate
2025-11-23 20:36:44.568896,208,25.00,50.00,Moderate
2025-11-23 20:36:47.078560,201,25.00,50.00,Moderate
2025-11-23 20:36:49.578872,203,25.00,50.00,Moderate
2025-11-23 20:36:52.088629,201,25.00,50.00,Moderate
2025-11-23 20:36:54.593741,208,25.00,50.00,Moderate
2025-11-23 20:36:57.098564,197,25.00,50.00,Moderate
2025-11-23 20:36:59.602569,206,25.00,50.00,Moderate
2025-11-23 20:37:02.108539,208,25.00,50.00,Moderate
2025-11-23 20:37:04.613906,208,25.00,50.00,Moderate
2025-11-23 20:37:07.118774,205,25.00,50.00,Moderate
2025-11-23 20:37:09.622764,206,25.00,50.00,Moderate
2025-11-23 20:37:12.128455,207,25.00,50.00,Moderate
2025-11-23 20:37:14.633775,206,25.00,50.00,Moderate
2025-11-23 20:37:17.141140,196,25.00,50.00,Moderate
2025-11-23 20:37:19.644165,208,25.00,50.00,Moderate
2025-11-23 20:37:22.148626,200,25.00,50.00,Moderate
2025-11-23 20:37:24.655850,201,25.00,50.00,Moderate
2025-11-23 20:37:27.158777,208,25.00,50.00,Moderate
2025-11-23 20:37:29.665157,237,25.00,50.00,Moderate
2025-11-23 20:37:32.168664,210,25.00,50.00,Moderate
2025-11-23 20:37:34.672700,208,25.00,50.00,Moderate
2025-11-23 20:37:37.178586,219,25.00,50.00,Moderate
2025-11-23 20:37:39.678584,208,25.00,50.00,Moderate
2025-11-23 20:37:42.188778,206,25.00,50.00,Moderate
